Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
1685512800000,1864.23000000,1867.88000000,1857.67000000,1867.80000000,20024.23300000,1685516399999,37317214.94705900,23164,9671.24970000,18022091.40262700,0
1685516400000,1867.81000000,1873.23000000,1865.32000000,1869.31000000,11883.40790000,1685519999999,22218411.28612300,17203,4870.20430000,9106405.88880200,0
1685520000000,1869.30000000,1873.46000000,1867.02000000,1868.26000000,11646.93480000,1685523599999,21779991.40425900,17307,5597.02210000,10466090.11216700,0
1685523600000,1868.26000000,1871.10000000,1866.42000000,1869.85000000,11072.94650000,1685527199999,20694675.71726900,16165,5263.02600000,9835611.01157400,0
1685527200000,1869.86000000,1871.54000000,1864.47000000,1865.81000000,6725.79890000,1685530799999,12565268.32221200,13250,2757.62520000,5151704.63386400,0
1685530800000,1865.81000000,1868.59000000,1862.20000000,1865.19000000,8656.35680000,1685534399999,16152925.44829400,15652,3905.33970000,7287335.37171700,0
1685534400000,1865.20000000,1868.90000000,1862.89000000,1866.47000000,6511.85890000,1685537999999,12151963.13962100,13596,3268.93420000,6099984.63820700,0
1685538000000,1866.47000000,1875.02000000,1866.06000000,1868.87000000,17461.90930000,1685541599999,32677744.13640900,23355,9390.67490000,17571840.70524700,0
1685541600000,1868.86000000,1868.87000000,1846.95000000,1861.40000000,36362.93630000,1685545199999,67582947.62619300,40906,17643.89730000,32791432.35444000,0
1685545200000,1861.41000000,1862.77000000,1855.00000000,1857.94000000,14128.18450000,1685548799999,26261132.30949000,20584,5905.46860000,10979329.15198900,0
1685548800000,1857.95000000,1862.28000000,1854.28000000,1859.90000000,9537.50740000,1685552399999,17734445.99892800,15108,4671.81650000,8686887.92336700,0
1685552400000,1859.90000000,1868.34000000,1859.36000000,1865.90000000,10839.62010000,1685555999999,20201561.06427200,16115,5258.40880000,9800566.81018800,0
1685556000000,1865.89000000,1866.89000000,1861.93000000,1864.01000000,9524.85890000,1685559599999,17762174.73895600,12457,4071.78820000,7592859.51698600,0
1685559600000,1864.00000000,1869.75000000,1861.62000000,1863.63000000,7481.48730000,1685563199999,13958142.58865200,12990,3109.62550000,5800020.04580500,0
1685563200000,1863.63000000,1868.80000000,1863.20000000,1865.18000000,5792.02520000,1685566799999,10808976.47303600,14175,2874.18720000,5363769.81826600,0
1685566800000,1865.17000000,1866.19000000,1861.48000000,1864.20000000,4703.47530000,1685570399999,8767031.11193700,10517,2218.96820000,4135988.90173600,0
1685570400000,1864.19000000,1871.27000000,1863.72000000,1869.42000000,6868.34990000,1685573999999,12822466.29656900,10131,3404.99870000,6357285.33269500,0
1685574000000,1869.43000000,1878.14000000,1868.11000000,1873.63000000,9750.88650000,1685577599999,18264007.09065100,13798,5141.88420000,9631577.85893700,0
1685577600000,1873.63000000,1889.20000000,1868.14000000,1871.27000000,30398.84490000,1685581199999,57157255.23458200,40143,15202.34650000,28578307.17759600,0
1685581200000,1871.27000000,1879.54000000,1871.11000000,1874.17000000,11487.30810000,1685584799999,21554599.56146300,15849,5885.26910000,11041579.94358800,0
1685584800000,1874.17000000,1875.04000000,1848.87000000,1852.60000000,25516.78890000,1685588399999,47415820.21502700,30162,12257.19670000,22770861.46964900,0
1685588400000,1852.61000000,1858.33000000,1840.00000000,1855.50000000,18501.46010000,1685591999999,34242701.29653000,27040,9182.78460000,16995901.97668300,0
1685592000000,1855.50000000,1856.49000000,1852.22000000,1854.57000000,7902.45120000,1685595599999,14656972.88943100,13403,3385.47820000,6278956.14837200,0
1685595600000,1854.57000000,1858.04000000,1853.85000000,1855.65000000,5089.55880000,1685599199999,9449451.66004600,10576,2640.32590000,4901891.69465100,0
1685599200000,1855.66000000,1857.28000000,1853.70000000,1855.01000000,7309.05890000,1685602799999,13563168.81265800,13909,4234.46510000,7857566.72586400,0
1685602800000,1855.02000000,1860.38000000,1851.40000000,1854.21000000,8729.71550000,1685606399999,16195836.32839900,16603,4166.11000000,7729774.36129100,0
1685606400000,1854.22000000,1861.34000000,1852.02000000,1860.61000000,6752.84640000,1685609999999,12537533.56844700,13785,3396.02860000,6304392.19839300,0
1685610000000,1860.60000000,1865.96000000,1860.46000000,1862.11000000,8247.66740000,1685613599999,15362528.39004100,13649,4105.55570000,7647598.76839100,0
1685613600000,1862.11000000,1863.19000000,1859.34000000,1859.64000000,4588.07570000,1685617199999,8539564.09097400,11467,2154.22340000,4009629.96635900,0
1685617200000,1859.64000000,1862.20000000,1858.00000000,1861.50000000,4526.09940000,1685620799999,8419706.37597300,11493,2480.81940000,4614867.66038400,0
1685620800000,1861.50000000,1866.11000000,1857.40000000,1864.61000000,9690.34220000,1685624399999,18037470.92795700,16407,5423.27450000,10094721.95446600,0
1685624400000,1864.62000000,1866.56000000,1859.37000000,1861.10000000,8490.63570000,1685627999999,15817451.35263300,16726,4001.73630000,7455540.19054000,0
1685628000000,1861.11000000,1865.87000000,1855.68000000,1860.37000000,14447.45300000,1685631599999,26879953.44520200,18897,6407.64180000,11921654.28820700,0
1685631600000,1860.37000000,1864.54000000,1858.09000000,1863.36000000,6930.91240000,1685635199999,12905644.69199900,15512,3758.23760000,6998121.06621600,0
1685635200000,1863.36000000,1882.86000000,1860.91000000,1876.36000000,21201.97620000,1685638799999,39655881.63978800,26025,10870.29930000,20331210.98591900,0
1685638800000,1876.35000000,1880.33000000,1868.15000000,1870.65000000,14679.73820000,1685642399999,27512860.12313000,21939,7436.57430000,13936968.14254300,0
1685642400000,1870.65000000,1877.28000000,1870.38000000,1873.79000000,8034.66010000,1685645999999,15052882.43713700,12899,3974.52670000,7445934.83389000,0
1685646000000,1873.80000000,1875.35000000,1857.02000000,1869.27000000,16462.13860000,1685649599999,30699975.41938400,22182,7401.47020000,13796196.76849500,0
1685649600000,1869.28000000,1873.04000000,1867.66000000,1869.01000000,7330.33780000,1685653199999,13709425.23175900,14804,3151.93910000,5894942.14458300,0
1685653200000,1869.02000000,1873.60000000,1867.34000000,1868.94000000,5931.65100000,1685656799999,11097989.63576300,10478,3053.89750000,5713522.90545400,0
1685656800000,1868.94000000,1869.77000000,1864.04000000,1867.45000000,6688.98890000,1685660399999,12488892.41536200,10682,3245.81020000,6059638.00203400,0
1685660400000,1867.46000000,1867.75000000,1852.66000000,1861.78000000,11557.90030000,1685663999999,21494671.52969500,18269,4970.92170000,9242955.83566300,0
1685664000000,1861.78000000,1864.60000000,1847.51000000,1864.53000000,21069.93440000,1685667599999,39135596.15550200,33195,9661.63910000,17944443.22172600,0
1685667600000,1864.53000000,1870.00000000,1859.20000000,1867.96000000,10800.47600000,1685671199999,20152154.23056300,18424,5386.97550000,10051978.75589600,0
1685671200000,1867.96000000,1880.62000000,1867.89000000,1877.57000000,15258.27550000,1685674799999,28622920.40623200,23227,7709.78900000,14461764.80376900,0
1685674800000,1877.58000000,1879.96000000,1875.00000000,1878.64000000,7049.80380000,1685678399999,13229813.62546100,10725,3944.75360000,7403262.22128300,0
1685678400000,1878.64000000,1888.78000000,1875.68000000,1886.20000000,19487.40380000,1685681999999,36719437.88900400,25696,9051.11580000,17051354.22630500,0
1685682000000,1886.20000000,1897.40000000,1886.20000000,1893.38000000,18537.65560000,1685685599999,35081585.24653000,23028,9070.41250000,17163573.65411400,0
1685685600000,1893.39000000,1893.39000000,1889.07000000,1889.81000000,10439.18630000,1685689199999,19743377.44755600,19545,6066.86830000,11473898.69681400,0
1685689200000,1889.81000000,1890.51000000,1885.14000000,1885.65000000,12274.38250000,1685692799999,23171252.32915100,19585,6206.46810000,11716803.69014100,0
1685692800000,1885.64000000,1893.88000000,1885.64000000,1892.35000000,13437.24020000,1685696399999,25400328.55223000,17828,8946.08470000,16909734.62668100,0
1685696400000,1892.36000000,1894.67000000,1889.41000000,1889.84000000,10038.35110000,1685699999999,18989982.89124100,15615,5216.14870000,9868431.67221400,0
1685700000000,1889.83000000,1892.10000000,1889.03000000,1892.09000000,7159.59300000,1685703599999,13533719.79580700,12388,3792.24680000,7168334.10406100,0
1685703600000,1892.10000000,1900.64000000,1891.23000000,1894.96000000,13858.60120000,1685707199999,26258939.71684800,18856,6914.77000000,13101700.41957300,0
1685707200000,1894.95000000,1899.00000000,1881.00000000,1889.90000000,25946.91640000,1685710799999,49099572.50138400,34693,12243.36720000,23168078.62527800,0
1685710800000,1889.90000000,1893.40000000,1876.65000000,1879.41000000,22861.43600000,1685714399999,43092615.22575300,29208,10661.06150000,20092560.15524400,0
1685714400000,1879.42000000,1887.84000000,1877.66000000,1885.31000000,14557.55650000,1685717999999,27406625.84335700,19907,6841.79600000,12880859.38147100,0
1685718000000,1885.31000000,1893.60000000,1885.30000000,1892.00000000,8869.66160000,1685721599999,16754239.44143400,17188,4768.21670000,9008392.41827100,0
1685721600000,1892.01000000,1894.34000000,1887.56000000,1888.91000000,9671.74060000,1685725199999,18288042.98403800,13724,4106.70210000,7765632.58480400,0
1685725200000,1888.92000000,1893.62000000,1887.05000000,1893.29000000,5648.58130000,1685728799999,10681799.17517600,11311,2644.06800000,4999885.05645400,0
1685728800000,1893.30000000,1910.00000000,1890.77000000,1909.37000000,24296.82480000,1685732399999,46212250.16187100,28291,12783.99740000,24320548.59599600,0
1685732400000,1909.37000000,1910.00000000,1905.50000000,1907.60000000,17424.26850000,1685735999999,33243908.87577200,20430,8294.88050000,15825321.95500800,0
1685736000000,1907.61000000,1910.00000000,1904.64000000,1904.64000000,7310.04220000,1685739599999,13944480.66114300,14398,3558.53880000,6789105.52028600,0
1685739600000,1904.65000000,1906.15000000,1902.62000000,1904.36000000,5094.69080000,1685743199999,9701252.40552300,10392,2330.58270000,4437852.96376600,0
1685743200000,1904.36000000,1908.47000000,1903.96000000,1906.18000000,7320.57040000,1685746799999,13954437.31407600,10957,4779.53540000,9110414.16844900,0
1685746800000,1906.17000000,1907.20000000,1904.55000000,1906.68000000,4590.87330000,1685750399999,8751150.22379500,8177,2894.02190000,5516603.47546200,0
1685750400000,1906.69000000,1907.92000000,1902.32000000,1903.29000000,10272.74280000,1685753999999,19578460.42601100,18833,5052.65920000,9629802.96010900,0
1685754000000,1903.30000000,1905.51000000,1897.42000000,1900.12000000,11103.87580000,1685757599999,21116082.39689700,12886,6280.70140000,11944500.41095400,0
1685757600000,1900.11000000,1901.81000000,1899.24000000,1899.32000000,3177.20350000,1685761199999,6038704.46020000,7800,1596.05400000,3033313.15095600,0
1685761200000,1899.32000000,1901.67000000,1899.02000000,1899.84000000,4909.90310000,1685764799999,9328940.07196600,8760,2408.74280000,4576553.50365800,0
1685764800000,1899.84000000,1901.85000000,1897.44000000,1901.35000000,4749.80460000,1685768399999,9021716.94298800,8579,2922.27900000,5550945.12781400,0
1685768400000,1901.35000000,1902.51000000,1900.24000000,1900.71000000,4389.77010000,1685771999999,8347669.48692000,8340,2285.52620000,4346183.11427400,0
1685772000000,1900.72000000,1905.66000000,1900.71000000,1903.99000000,5894.54030000,1685775599999,11221563.90445400,14198,2745.34350000,5225875.11933200,0
1685775600000,1903.99000000,1905.66000000,1902.54000000,1902.71000000,5032.79480000,1685779199999,9582696.94905400,14384,2317.14780000,4411794.22003700,0
1685779200000,1902.72000000,1903.70000000,1902.10000000,1902.55000000,3088.57780000,1685782799999,5877354.89333700,10842,1404.62300000,2672886.16173100,0
1685782800000,1902.55000000,1904.15000000,1901.23000000,1903.93000000,4168.79810000,1685786399999,7932155.84721900,9484,2427.45900000,4618966.49511300,0
1685786400000,1903.93000000,1906.07000000,1899.00000000,1903.82000000,7769.37570000,1685789999999,14783066.86812100,13176,3238.81980000,6161424.84329700,0
1685790000000,1903.83000000,1906.70000000,1902.74000000,1903.72000000,7416.96350000,1685793599999,14124789.17768300,12746,3448.72890000,6568357.06796400,0
1685793600000,1903.72000000,1906.61000000,1903.64000000,1903.97000000,3566.62840000,1685797199999,6793679.41845900,11534,1629.39070000,3103601.28124500,0
1685797200000,1903.97000000,1904.22000000,1899.25000000,1901.60000000,5488.70810000,1685800799999,10441657.83734900,13092,2049.66780000,3898472.19054100,0
1685800800000,1901.60000000,1902.66000000,1899.37000000,1900.11000000,4398.25330000,1685804399999,8362666.00090400,11173,2033.49630000,3866284.44171000,0
1685804400000,1900.11000000,1904.59000000,1891.23000000,1903.18000000,13699.76880000,1685807999999,26021479.66787300,21701,6054.73920000,11500516.28190200,0
1685808000000,1903.19000000,1903.71000000,1898.16000000,1898.60000000,5782.90780000,1685811599999,10996226.05678300,12489,2316.99180000,4405670.29319200,0
1685811600000,1898.61000000,1898.62000000,1888.02000000,1890.32000000,11702.67920000,1685815199999,22152453.33316500,17604,5403.08270000,10227850.96806100,0
1685815200000,1890.33000000,1893.99000000,1887.42000000,1891.35000000,5351.88930000,1685818799999,10121354.46060400,12185,2538.84650000,4801143.15548600,0
1685818800000,1891.36000000,1892.50000000,1882.33000000,1886.14000000,9833.61240000,1685822399999,18565519.65977200,15384,5117.27260000,9661677.83686200,0
1685822400000,1886.13000000,1890.48000000,1884.58000000,1887.85000000,4735.01400000,1685825999999,8940130.38081000,9515,2438.98650000,4604933.00790000,0
1685826000000,1887.85000000,1889.68000000,1881.60000000,1889.16000000,6905.56780000,1685829599999,13031903.16095700,11102,2904.08440000,5480309.34563400,0
1685829600000,1889.16000000,1892.43000000,1888.97000000,1891.37000000,3110.01040000,1685833199999,5879812.21858400,10410,1650.62370000,3120385.18981800,0
1685833200000,1891.37000000,1892.42000000,1889.53000000,1892.06000000,2268.85310000,1685836799999,4290306.32657800,6295,982.83470000,1858481.78175600,0
1685836800000,1892.05000000,1892.82000000,1887.94000000,1887.97000000,4019.07720000,1685840399999,7600920.75638500,10414,1413.31570000,2672929.26352000,0
1685840400000,1887.97000000,1892.90000000,1884.22000000,1890.39000000,5230.04870000,1685843999999,9882164.88521000,10540,2807.77030000,5305410.97442700,0
1685844000000,1890.40000000,1895.03000000,1890.04000000,1894.57000000,3833.64440000,1685847599999,7254929.58782300,8194,2231.68590000,4223424.71133000,0
1685847600000,1894.56000000,1894.87000000,1892.61000000,1894.09000000,3443.09630000,1685851199999,6520452.21225800,8008,1546.65350000,2928910.42691800,0
1685851200000,1894.09000000,1896.14000000,1893.69000000,1894.55000000,3574.98700000,1685854799999,6773047.91582300,7943,1401.93280000,2655932.72561400,0
1685854800000,1894.56000000,1894.56000000,1890.87000000,1891.77000000,2358.62240000,1685858399999,4464097.36820000,6110,1045.45270000,1978486.03299800,0
1685858400000,1891.76000000,1901.36000000,1891.08000000,1898.33000000,6614.06680000,1685861999999,12537028.35159000,13600,4209.11580000,7977107.71401700,0
1685862000000,1898.34000000,1900.81000000,1898.33000000,1900.21000000,5323.79090000,1685865599999,10113076.28988900,10429,2447.91970000,4650097.71055200,0
1685865600000,1900.21000000,1901.58000000,1898.61000000,1899.27000000,5405.55020000,1685869199999,10270963.53397500,11367,1624.15760000,3085871.04191400,0
1685869200000,1899.26000000,1908.61000000,1899.26000000,1905.72000000,9333.50070000,1685872799999,17776877.26651500,15980,5410.64420000,10303603.17077200,0
1685872800000,1905.72000000,1906.17000000,1903.49000000,1905.00000000,3774.47770000,1685876399999,7189535.59127200,9127,1776.64460000,3383973.61907000,0
1685876400000,1904.99000000,1905.50000000,1902.30000000,1903.08000000,3278.87950000,1685879999999,6242467.34590800,9254,1616.92610000,3078306.72366300,0
1685880000000,1903.07000000,1904.81000000,1901.41000000,1904.43000000,5389.99170000,1685883599999,10258812.92866400,10195,2360.74520000,4493398.81507900,0
1685883600000,1904.43000000,1914.63000000,1903.06000000,1907.51000000,14262.13160000,1685887199999,27203160.01381700,18457,8762.16620000,16713089.51119800,0
1685887200000,1907.52000000,1908.38000000,1900.00000000,1905.50000000,13258.26780000,1685890799999,25237060.30577400,17625,5846.75180000,11130544.93415300,0
1685890800000,1905.51000000,1906.31000000,1901.53000000,1901.76000000,6183.39160000,1685894399999,11773140.76845200,10908,3091.58980000,5886151.26281500,0
1685894400000,1901.76000000,1902.26000000,1896.17000000,1897.60000000,8300.73720000,1685897999999,15764066.97919300,13670,3391.13620000,6439203.77590500,0
1685898000000,1897.60000000,1900.10000000,1897.11000000,1899.00000000,4597.85990000,1685901599999,8731487.98014200,9275,1592.76500000,3024707.64511200,0
1685901600000,1899.01000000,1903.93000000,1899.00000000,1903.16000000,5142.70880000,1685905199999,9778863.55543100,9536,2960.81950000,5629382.67050800,0
1685905200000,1903.16000000,1905.62000000,1902.62000000,1904.66000000,3056.23920000,1685908799999,5819310.12102100,8274,1378.74470000,2625134.94999300,0
1685908800000,1904.66000000,1905.91000000,1903.79000000,1904.39000000,3190.90090000,1685912399999,6078190.45263500,7995,1467.08190000,2794500.88031100,0
1685912400000,1904.38000000,1906.79000000,1901.21000000,1902.00000000,4651.83920000,1685915999999,8859637.57225200,10291,2229.69410000,4246606.72463900,0
1685916000000,1902.01000000,1912.89000000,1899.09000000,1901.61000000,24824.83070000,1685919599999,47318420.87661300,24404,12984.96230000,24743966.32707800,0
1685919600000,1901.61000000,1904.37000000,1885.00000000,1890.01000000,23634.37150000,1685923199999,44719186.40351200,28377,12184.44450000,23055612.62644000,0
1685923200000,1890.00000000,1890.63000000,1875.67000000,1882.12000000,20148.87530000,1685926799999,37973453.38933700,26083,9694.34020000,18269634.44487100,0
1685926800000,1882.12000000,1885.00000000,1875.45000000,1884.25000000,9549.57270000,1685930399999,17963370.63623100,17250,5178.38540000,9740482.92823800,0
1685930400000,1884.25000000,1887.00000000,1868.80000000,1875.00000000,13725.06130000,1685933999999,25778178.89936500,20027,6390.72650000,12003777.26380900,0
1685934000000,1875.00000000,1875.00000000,1866.62000000,1869.65000000,26529.81090000,1685937599999,49651609.01054000,25410,13406.54710000,25088418.03685800,0
1685937600000,1869.64000000,1873.37000000,1865.50000000,1870.20000000,9449.99410000,1685941199999,17675800.08284200,15540,3592.55680000,6719870.35804800,0
1685941200000,1870.20000000,1871.34000000,1861.76000000,1870.50000000,10900.73520000,1685944799999,20353099.30988500,17258,4978.43480000,9295401.68821300,0
1685944800000,1870.50000000,1872.00000000,1869.25000000,1869.51000000,6389.24050000,1685948399999,11950997.62459300,15495,2651.58760000,4959859.20529000,0
1685948400000,1869.51000000,1873.40000000,1868.74000000,1873.40000000,5248.96910000,1685951999999,9823725.51330300,15418,2428.13600000,4544438.19891500,0
1685952000000,1873.40000000,1873.81000000,1869.19000000,1869.92000000,8234.56890000,1685955599999,15410187.03628800,13320,4119.09440000,7708060.02569500,0
1685955600000,1869.92000000,1873.43000000,1868.66000000,1869.62000000,4837.84420000,1685959199999,9051514.03966200,11900,2415.98270000,4520167.72256400,0
1685959200000,1869.61000000,1870.50000000,1863.77000000,1864.33000000,10155.99400000,1685962799999,18962091.94017100,15628,4056.65770000,7575117.84755900,0
1685962800000,1864.34000000,1870.62000000,1862.94000000,1869.51000000,8376.43470000,1685966399999,15642603.09100000,14495,3774.05050000,7046787.35849100,0
1685966400000,1869.50000000,1870.50000000,1862.21000000,1864.80000000,14106.05280000,1685969999999,26329736.71796600,18984,5201.29940000,9704703.68932700,0
1685970000000,1864.80000000,1869.77000000,1859.04000000,1867.47000000,14210.44160000,1685973599999,26511729.42955900,23766,6907.60490000,12888589.37374100,0
1685973600000,1867.47000000,1871.20000000,1863.73000000,1867.99000000,11813.12930000,1685977199999,22061325.84254300,18525,4599.87760000,8590224.40534200,0
1685977200000,1867.99000000,1868.50000000,1820.29000000,1820.60000000,82842.70390000,1685980799999,153065151.05139900,89483,36999.30600000,68348785.48844400,0
1685980800000,1820.69000000,1823.90000000,1778.00000000,1813.24000000,124135.81430000,1685984399999,223593859.01177600,148423,66011.42300000,118856478.62178400,0
1685984400000,1813.24000000,1818.61000000,1804.00000000,1816.59000000,68276.08380000,1685987999999,123631746.12720600,48746,24079.11580000,43603440.13856000,0
1685988000000,1816.59000000,1816.60000000,1804.06000000,1806.97000000,24834.12840000,1685991599999,44942331.91443200,27140,11474.44020000,20771390.13633800,0
1685991600000,1806.97000000,1809.29000000,1796.56000000,1806.49000000,26760.85470000,1685995199999,48279399.95749600,30255,11194.33300000,20198191.56826300,0
1685995200000,1806.50000000,1808.50000000,1803.10000000,1804.99000000,10415.80410000,1685998799999,18810055.69938500,18305,5646.56720000,10196800.58765700,0
1685998800000,1805.00000000,1807.05000000,1793.01000000,1807.02000000,18489.14790000,1686002399999,33296901.79935600,23749,8360.60800000,15053227.64465500,0
1686002400000,1807.01000000,1809.80000000,1804.91000000,1807.17000000,9058.68630000,1686005999999,16370452.23982100,14825,3795.47560000,6859300.74581300,0
1686006000000,1807.18000000,1815.88000000,1806.55000000,1810.50000000,16871.32030000,1686009599999,30560288.99810000,18854,6678.09460000,12095688.28097400,0
1686009600000,1810.49000000,1812.00000000,1808.86000000,1810.91000000,9848.85740000,1686013199999,17831872.96138300,18529,5013.99110000,9078052.82759300,0
1686013200000,1810.90000000,1811.35000000,1804.50000000,1805.32000000,10087.81170000,1686016799999,18228519.39637700,14369,4125.22500000,7454853.14014200,0
1686016800000,1805.32000000,1813.76000000,1803.15000000,1813.55000000,11564.56990000,1686020399999,20919751.58098900,15185,5227.48770000,9460090.16392100,0
1686020400000,1813.55000000,1813.56000000,1810.45000000,1811.80000000,5460.41160000,1686023999999,9893785.54621000,10490,3063.22460000,5550155.16490600,0
1686024000000,1811.80000000,1818.90000000,1811.17000000,1818.26000000,6876.89410000,1686027599999,12480000.73755000,11952,4416.51150000,8014892.47448300,0
1686027600000,1818.27000000,1819.18000000,1814.65000000,1816.08000000,8401.39780000,1686031199999,15268502.22520900,13111,4248.86510000,7720670.35969400,0
1686031200000,1816.07000000,1817.00000000,1813.10000000,1813.22000000,6579.68020000,1686034799999,11938989.24872200,15430,2977.93700000,5404001.62697100,0
1686034800000,1813.23000000,1817.28000000,1811.96000000,1813.35000000,6970.98640000,1686038399999,12650258.96268700,12404,4014.96560000,7286274.47122100,0
1686038400000,1813.35000000,1816.83000000,1813.35000000,1815.82000000,6201.31740000,1686041999999,11256236.94031000,12002,2727.58550000,4950668.44573900,0
1686042000000,1815.83000000,1820.51000000,1814.67000000,1817.00000000,7724.86570000,1686045599999,14033815.64345200,14807,3376.77560000,6134935.68144100,0
1686045600000,1817.01000000,1822.60000000,1817.00000000,1818.42000000,6928.12170000,1686049199999,12604670.12188200,14810,3496.81060000,6362013.88291200,0
1686049200000,1818.42000000,1818.98000000,1809.19000000,1813.32000000,12190.74500000,1686052799999,22112930.88653800,17992,4019.44630000,7291728.26055100,0
1686052800000,1813.33000000,1817.82000000,1797.18000000,1805.54000000,39468.64570000,1686056399999,71345207.53216500,44338,18470.90290000,33390315.80622600,0
1686056400000,1805.54000000,1820.54000000,1797.90000000,1817.44000000,31875.94260000,1686059999999,57676623.34236000,40244,15703.23950000,28418408.93376900,0
1686060000000,1817.44000000,1841.29000000,1817.43000000,1838.49000000,49041.06000000,1686063599999,89850878.12210500,56227,25275.93610000,46300531.94797500,0
1686063600000,1838.50000000,1846.48000000,1834.30000000,1842.22000000,25131.89210000,1686067199999,46237277.81066000,32025,14025.93740000,25803712.51443200,0
1686067200000,1842.22000000,1869.78000000,1842.21000000,1863.66000000,42393.47110000,1686070799999,78507646.11734100,48018,22461.39630000,41593606.24475700,0
1686070800000,1863.66000000,1887.74000000,1857.98000000,1875.11000000,53963.83150000,1686074399999,101102944.82732100,60345,25505.16740000,47786252.14368400,0
1686074400000,1875.10000000,1878.21000000,1872.96000000,1874.75000000,18085.09640000,1686077999999,33919217.38375400,20013,8973.26060000,16829706.14248900,0
1686078000000,1874.74000000,1898.29000000,1873.40000000,1891.82000000,31411.18050000,1686081599999,59227055.85108200,37628,16081.56640000,30319368.73169300,0
1686081600000,1891.82000000,1895.50000000,1874.15000000,1876.58000000,62663.86770000,1686085199999,118069774.98434100,55269,39048.19430000,73573059.51473500,0
1686085200000,1876.58000000,1881.00000000,1874.27000000,1879.67000000,10311.95240000,1686088799999,19370636.19846600,15518,4983.96490000,9361860.34951900,0
1686088800000,1879.67000000,1884.39000000,1878.00000000,1882.62000000,8533.61430000,1686092399999,16046223.61893600,13456,4929.06420000,9267794.15025100,0
1686092400000,1882.63000000,1888.21000000,1878.54000000,1884.64000000,19691.00420000,1686095999999,37087539.38612600,22039,11930.56880000,22470955.57482800,0
1686096000000,1884.65000000,1897.80000000,1881.57000000,1885.61000000,30045.89400000,1686099599999,56733948.99021900,28779,16862.04480000,31842276.33667300,0
1686099600000,1885.61000000,1886.50000000,1878.05000000,1879.00000000,13285.82080000,1686103199999,24992901.99658700,21618,6083.30910000,11442011.52237000,0
1686103200000,1879.00000000,1880.92000000,1874.11000000,1876.65000000,10394.05780000,1686106799999,19512915.65348800,20140,4810.34200000,9030000.27682400,0
1686106800000,1876.65000000,1878.60000000,1871.59000000,1877.48000000,12442.15880000,1686110399999,23336241.57381200,21641,6002.50510000,11258404.93731800,0
1686110400000,1877.47000000,1880.00000000,1876.53000000,1879.04000000,6538.32540000,1686113999999,12281141.87906000,12481,3502.07430000,6578294.56201100,0
1686114000000,1879.03000000,1881.50000000,1877.56000000,1879.98000000,7855.74860000,1686117599999,14766418.54468100,12643,4078.30710000,7666039.75401700,0
1686117600000,1879.97000000,1883.76000000,1876.38000000,1876.45000000,12156.72430000,1686121199999,22862642.36610200,21130,6637.66550000,12484315.93026300,0
1686121200000,1876.44000000,1879.51000000,1874.62000000,1875.05000000,8873.26550000,1686124799999,16654778.94033600,19220,3834.08470000,7196691.59938000,0
1686124800000,1875.05000000,1876.39000000,1872.77000000,1874.71000000,7815.34150000,1686128399999,14650321.01340200,15352,3588.68480000,6727161.63968300,0
1686128400000,1874.70000000,1874.71000000,1850.28000000,1852.00000000,29093.62240000,1686131999999,54209485.52472300,37653,12037.45620000,22426484.49498100,0
1686132000000,1852.01000000,1860.75000000,1842.57000000,1857.69000000,32275.65040000,1686135599999,59755328.53032400,36877,16464.65940000,30483204.25858400,0
1686135600000,1857.69000000,1878.09000000,1856.87000000,1870.23000000,17206.08310000,1686139199999,32124789.44708600,29626,8765.86370000,16361122.74024600,0
1686139200000,1870.23000000,1870.84000000,1860.84000000,1864.96000000,11826.93690000,1686142799999,22061576.40746200,20969,6019.52050000,11225909.22827000,0
1686142800000,1864.96000000,1868.04000000,1857.35000000,1864.60000000,15781.15680000,1686146399999,29395206.35809800,26133,8237.35890000,15342022.03325000,0
1686146400000,1864.60000000,1864.60000000,1838.83000000,1844.34000000,43228.00470000,1686149999999,79923670.01705400,52988,19001.79830000,35121644.34144400,0
1686150000000,1844.34000000,1852.31000000,1835.13000000,1839.00000000,30781.41830000,1686153599999,56732514.44003700,40980,15719.90800000,28974214.30881200,0
1686153600000,1839.00000000,1845.27000000,1832.71000000,1840.33000000,19834.96630000,1686157199999,36471977.11627000,28513,9214.46930000,16943987.51346800,0
1686157200000,1840.32000000,1850.89000000,1835.73000000,1850.00000000,28090.41470000,1686160799999,51830021.65648300,28749,10314.58980000,19025523.54514900,0
1686160800000,1850.01000000,1852.50000000,1848.05000000,1849.48000000,21502.30910000,1686164399999,39786014.85047100,21987,5818.34930000,10765145.30173000,0
1686164400000,1849.47000000,1851.77000000,1847.36000000,1850.36000000,7639.74540000,1686167999999,14132373.79006300,12908,2553.43430000,4723182.51917800,0
1686168000000,1850.37000000,1851.00000000,1839.00000000,1841.58000000,12079.77400000,1686171599999,22261067.15881000,19955,5673.42950000,10454315.81923400,0
1686171600000,1841.57000000,1844.28000000,1821.39000000,1822.64000000,22133.48080000,1686175199999,40590987.48208500,28002,11704.83450000,21460779.93739800,0
1686175200000,1822.64000000,1834.26000000,1821.18000000,1829.72000000,21203.60130000,1686178799999,38772248.47246500,23647,11006.42690000,20124963.85358500,0
